venue_id,venue_name
universite-de-bordeaux---campus-victoire-74151,UNIVERSITE DE BORDEAUX - CAMPUS VICTOIRE(33)
lazuli-de-bordeaux-19555,L'AZULI DE BORDEAUX(33)
les-vivres-de-lart-a-bordeaux-40837,LES VIVRES DE L'ART A BORDEAUX(33)
le-pavillon-noir-a-bordeaux-41139,LE PAVILLON NOIR A BORDEAUX(33)
parc-aux-angeliques-a-bordeaux-61060,PARC AUX ANGELIQUES A BORDEAUX(33)
place-de-la-bourse-a-bordeaux-29246,PLACE DE LA BOURSE A BORDEAUX(33)
le-vinset-a-bordeaux-45790,LE VINSET A BORDEAUX(33)
petit-rouge-de-bordeaux-11336,PETIT ROUGE DE BORDEAUX(33)
casa-latino-a-bordeaux-37053,CASA LATINO A BORDEAUX(33)
amphi-700-de-luniversite-bordeaux-montaigne-54849,AMPHI 700 DE L'UNIVERSITE BORDEAUX MONTAIGNE(33)
congo-cafe-a-bordeaux-23417,CONGO CAFE A BORDEAUX(33)
h36-a-bordeaux-42522,H36 A BORDEAUX(33)
place-andre-meunier-a-bordeaux-68921,PLACE ANDRE MEUNIER A BORDEAUX(33)
labrenat-a-bordeaux-32308,L'ABRENAT A BORDEAUX(33)
villa-88-a-bordeaux-49497,VILLA 88 A BORDEAUX(33)
plein-air-a-bordeaux-15688,PLEIN AIR A BORDEAUX(33)
domaine-universitaire-bordeaux-3-scene-exterieure-38693,DOMAINE UNIVERSITAIRE BORDEAUX 3 (SCENE EXTERIEURE)(33)
pont-de-pierre-a-bordeaux-56990,PONT DE PIERRE A BORDEAUX(33)
le-chat-qui-peche-a-bordeaux-26734,LE CHAT QUI PECHE A BORDEAUX(33)
esplanade-universite-bordeaux-iv-44495,ESPLANADE UNIVERSITE BORDEAUX IV(33)
patinoire-meriadeck-a-bordeaux-1155,PATINOIRE MERIADECK A BORDEAUX(33)
plein-air-a-carignan-de-bordeaux-34417,PLEIN AIR A CARIGNAN DE BORDEAUX(33)
mama-shelter-bordeaux-52337,MAMA SHELTER BORDEAUX(33)
institut-cervantes-a-bordeaux-20038,INSTITUT CERVANTES A BORDEAUX(33)
galeries-lafayette-a-bordeaux-41147,GALERIES LAFAYETTE A BORDEAUX(33)
crous-de-bordeaux-aquitaine-62181,CROUS DE BORDEAUX AQUITAINE(33)
esplanade-des-quinconces-a-bordeaux-29789,ESPLANADE DES QUINCONCES A BORDEAUX(33)
le-caillou--jardin-botanique-de-bordeaux-46399,LE CAILLOU / JARDIN BOTANIQUE DE BORDEAUX(33)
cafe-des-sports-a-bordeaux-11464,CAFE DES SPORTS A BORDEAUX(33)
loxford-arms-a-bordeaux-37054,L'OXFORD ARMS A BORDEAUX(33)
la-taupiniere-a-bordeaux-55024,LA TAUPINIERE A BORDEAUX(33)
la-plage-a-bordeaux-42528,LA PLAGE A BORDEAUX(33)
purgatory-a-bordeaux-69485,PURGATORY A BORDEAUX(33)
le-cafe-des-moines-a-bordeaux-32381,LE CAFE DES MOINES A BORDEAUX(33)
chapelle-du-crous-a-bordeaux-49500,CHAPELLE DU CROUS A BORDEAUX(33)
basilique-saint-seurin-a-bordeaux-16322,BASILIQUE SAINT SEURIN A BORDEAUX(33)
why-not-a-bordeaux-38698,WHY NOT A BORDEAUX(33)
chez-pip--maison-pip-a-bordeaux-57262,CHEZ PIP / MAISON PIP A BORDEAUX(33)
le-balthazar-industrie-a-bordeaux-26940,LE BALTHAZAR INDUSTRIE A BORDEAUX(33)
agence-2e2f-a-bordeaux-44496,AGENCE 2E2F A BORDEAUX(33)
palais-des-sports-de-bordeaux-1156,PALAIS DES SPORTS DE BORDEAUX(33)
place-du-palais-a-bordeaux-34605,PLACE DU PALAIS A BORDEAUX(33)
levrette-cafe-a-bordeaux-74725,LEVRETTE CAFE A BORDEAUX(33)
quartier-libre-a-bordeaux-52423,QUARTIER LIBRE A BORDEAUX(33)
cathedrale-saint-andre-a-bordeaux-20597,CATHEDRALE SAINT ANDRE A BORDEAUX(33)
la-tour-des-chartrons-a-bordeaux-41193,LA TOUR DES CHARTRONS A BORDEAUX(33)
grand-hotel-bordeaux-62207,GRAND HOTEL BORDEAUX(33)
le-santosha-a-bordeaux-29969,LE SANTOSHA A BORDEAUX(33)
blackroom-a-bordeaux-46453,BLACKROOM A BORDEAUX(33)
capc-musee-dart-contemporain-de-bordeaux-11564,CAPC MUSEE D'ART CONTEMPORAIN DE BORDEAUX(33)
total-heaven-a-bordeaux-37055,TOTAL HEAVEN A BORDEAUX(33)
pauls-place-bordeaux-55095,PAUL'S PLACE BORDEAUX(33)
shine-club---fabrick--skandalo-a-bordeaux-23746,SHINE CLUB /  FABRICK / SKANDALO A BORDEAUX(33)
harmonia-mundi-a-bordeaux-42615,HARMONIA MUNDI A BORDEAUX(33)
gargalou-a-bordeaux-69593,GARGALOU A BORDEAUX(33)
le-sqar-a-bordeaux-32593,LE SQAR A BORDEAUX(33)
rubis-club-a-bordeaux-49839,RUBIS CLUB A BORDEAUX(33)
scene-du-miroir-deau-a-bordeaux-38790,SCENE DU MIROIR D'EAU A BORDEAUX(33)
gare-de-bordeaux-saint-jean-57771,GARE DE BORDEAUX SAINT-JEAN(33)
cafe-maritime-a-bordeaux-26992,CAFE MARITIME A BORDEAUX(33)
respublica-a-bordeaux-44595,RESPUBLICA A BORDEAUX(33)
lusine-de-bordeaux-1250,L'USINE DE BORDEAUX(33)
lantidote-a-bordeaux-34843,L'ANTIDOTE A BORDEAUX(33)
union-saint-bruno-a-bordeaux-74731,UNION SAINT BRUNO A BORDEAUX(33)
bar-tabac-bt-st-michel-a-bordeaux-52523,BAR TABAC (BT) ST-MICHEL A BORDEAUX(33)
le-glob-theatre-a-bordeaux-21564,LE GLOB THEATRE A BORDEAUX(33)
le-wunderbar-a-bordeaux-41250,LE WUNDERBAR A BORDEAUX(33)
institut-culturel-bernard-magrez-a-bordeaux-62221,INSTITUT CULTUREL BERNARD MAGREZ A BORDEAUX(33)
place-fernand-lafargue-a-bordeaux-29970,PLACE FERNAND LAFARGUE A BORDEAUX(33)
place-dormoy-a-bordeaux-46800,PLACE DORMOY A BORDEAUX(33)
novo-local-a-bordeaux-37136,NOVO LOCAL A BORDEAUX(33)
le-fridge-a-bordeaux-55117,LE FRIDGE A BORDEAUX(33)
place-de-la-victoire-a-bordeaux-23991,PLACE DE LA VICTOIRE A BORDEAUX(33)
cock-and-bull-a-bordeaux-42661,COCK AND BULL A BORDEAUX(33)
grizzly-pub-a-bordeaux-69615,GRIZZLY PUB A BORDEAUX(33)
le-funky-burger-a-bordeaux-32594,LE FUNKY BURGER A BORDEAUX(33)
one-club-a-bordeaux-49943,ONE CLUB A BORDEAUX(33)
shadow-lounge-16788,SHADOW LOUNGE & WHITE GARDEN A BORDEAUX(33)
le-chato-a-bordeaux-38806,LE CHATO A BORDEAUX(33)
eglise-saint-pierre--de-bordeaux-57785,EGLISE SAINT-PIERRE  DE BORDEAUX(33)
la-cale-seche-a-bordeaux-27301,LA CALE SECHE A BORDEAUX(33)
hall-de-la-bourse--palais-de-la-bourse-a-bordeaux-44828,HALL DE LA BOURSE / PALAIS DE LA BOURSE A BORDEAUX(33)
le-nautilus-de-bordeaux-4240,LE NAUTILUS DE BORDEAUX(33)
caserne-niel-a-bordeaux-34989,CASERNE NIEL A BORDEAUX(33)
parc-des-berges-a-bordeaux-75155,PARC DES BERGES A BORDEAUX(33)
la-cueva-a-bordeaux-52524,LA CUEVA A BORDEAUX(33)
centre-social-et-danimation-saint-michel-a-bordeaux-21739,CENTRE SOCIAL ET D'ANIMATION SAINT MICHEL A BORDEAUX(33)
atelier-zohar-a-bordeaux-41709,ATELIER ZOHAR A BORDEAUX(33)
cafes-classiques-de-la-faiencerie-a-bordeaux-62397,CAFES CLASSIQUES DE LA FAIENCERIE A BORDEAUX(33)
le-chat-gourmand-a-bordeaux-30388,LE CHAT GOURMAND A BORDEAUX(33)
nouvel-auditorium-de-bordeaux-46878,NOUVEL AUDITORIUM DE BORDEAUX(33)
musee-des-arts-decoratifs-de-bordeaux-12988,MUSEE DES ARTS DECORATIFS DE BORDEAUX(33)
cultura-a-bordeaux-37228,CULTURA A BORDEAUX(33)
stade-matmut-atlantique-a-bordeaux-55157,STADE MATMUT ATLANTIQUE A BORDEAUX(33)
grande-synagogue-de-bordeaux-24205,GRANDE SYNAGOGUE DE BORDEAUX(33)
quai-des-sports-a-bordeaux-42735,QUAI DES SPORTS A BORDEAUX(33)
les-brocs-a-bordeaux-69617,LES BROC'S A BORDEAUX(33)
loenolimit-a-bordeaux-32597,L'OENOLIMIT A BORDEAUX(33)
hangar-14--a-bordeaux-16930,HANGAR 14  A BORDEAUX(33)
place-saint-projet-a-bordeaux-39008,PLACE SAINT PROJET A BORDEAUX(33)
lieu-tenu-secret-a-bordeaux-57920,LIEU TENU SECRET A BORDEAUX(33)
la-belle-excuse-a-bordeaux-27351,LA BELLE EXCUSE A BORDEAUX(33)
hms-victory-a-bordeaux-44859,HMS VICTORY A BORDEAUX(33)
le-complexe-ex-cat-de-bordeaux-6604,LE COMPLEXE (ex CAT DE BORDEAUX)(33)
quai-du-maroc-a-bordeaux-35578,QUAI DU MAROC A BORDEAUX(33)
place-du-11-novembre-a-bordeaux-76445,PLACE DU 11 NOVEMBRE A BORDEAUX(33)
le-bordeaux-a-tulle-11621,LE BORDEAUX A TULLE(19)
mac-pessac-bordeaux---talence---maison-des-activites-culturelles-8431,MAC PESSAC (BORDEAUX - TALENCE) - MAISON DES ACTIVITES CULTURELLES(33)
lam-sciences-po-bordeaux-59875,LAM SCIENCES PO BORDEAUX(33)
campus-a-talence-bordeaux-21994,CAMPUS A TALENCE (BORDEAUX)(33)
cinema-gaumont-bordeaux-talence-41820,CINEMA GAUMONT BORDEAUX TALENCE(33)
amphi-kastler--universite-bordeaux-1-45174,AMPHI KASTLER / UNIVERSITE BORDEAUX 1(33)
ensap--ecole-darchitecture-et-de-paysage-de-talencebordeaux-15261,ENSAP / ECOLE D'ARCHITECTURE ET DE PAYSAGE DE TALENCE/BORDEAUX(33)
campus-de-bordeaux-1-11330,CAMPUS DE BORDEAUX 1(33)
kedge-campus-de-bordeaux-52622,KEDGE CAMPUS DE BORDEAUX(33)
cafe-le-bordeaux-a-cahors-17650,CAFE LE BORDEAUX A CAHORS(46)
centre-penitentiaire-de-bordeaux-gradignan-63441,CENTRE PENITENTIAIRE DE BORDEAUX GRADIGNAN(33)
campus-bordeaux-iv-a-gradignan-50153,CAMPUS BORDEAUX IV A GRADIGNAN(33)
lodyssee-a-carignan-de-bordeaux-58642,L'ODYSSEE A CARIGNAN DE BORDEAUX(33)
centre-bourg-dartigues-pres-bordeaux-33889,CENTRE BOURG D'ARTIGUES PRES BORDEAUX(33)
eglise-saint-martin-a-carignan-de-bordeaux-38242,EGLISE SAINT MARTIN A CARIGNAN DE BORDEAUX(33)
salle-des-fetes-de-lignan-de-bordeaux-45053,SALLE DES FETES DE LIGNAN DE BORDEAUX(33)
arenes-de-floirac-9933,ARENES DE FLOIRAC(33)
auditorium-de-floirac-12525,AUDITORIUM DE FLOIRAC(33)
parc-du-castel-a-floirac-12681,PARC DU CASTEL A FLOIRAC(33)
centre-social-du-haut-floirac-12683,CENTRE SOCIAL DU HAUT FLOIRAC(33)
centre-social-du-bas-floirac-14349,CENTRE SOCIAL DU BAS FLOIRAC(33)
parc-du-rectorat-dravemont-a-floirac-26137,PARC DU RECTORAT DRAVEMONT A FLOIRAC(33)
m270-a-floirac-41668,M270 A FLOIRAC(33)
salle-lucie-aubrac-a-floirac-41700,SALLE LUCIE AUBRAC A FLOIRAC(33)
ponton-a-floirac-44221,PONTON A FLOIRAC(33)
mairie-de-floirac-49799,MAIRIE DE FLOIRAC(33)
parc-des-etangs-de-floirac-56991,PARC DES ETANGS DE FLOIRAC(33)
maison-des-arts-et-loisirs-de-floirac-7853,MAISON DES ARTS ET LOISIRS DE FLOIRAC(33)
le-cantou-a-floirac-32178,LE CANTOU A FLOIRAC(46)
eglise-de-floirac-51604,EGLISE DE FLOIRAC(46)
eglise-saint-etienne-a-floirac-53407,EGLISE SAINT ETIENNE A FLOIRAC(17)
eglise-saint-etienne-a-floirac-53408,EGLISE SAINT ETIENNE A FLOIRAC(17)
cultura-a-merignac-26611,CULTURA A MERIGNAC(33)
centre-de-loisirs-des-deux-villes-a-merignac-27752,CENTRE DE LOISIRS DES DEUX VILLES A MERIGNAC(33)
mediatheque-de-merignac-28563,MEDIATHEQUE DE MERIGNAC(33)
hotel-mercure-a-merignac-31016,HOTEL MERCURE A MERIGNAC(33)
lessentiel-a-merignac-45313,L'ESSENTIEL A MERIGNAC(33)
rock-blues-cafe-a-merignac-46074,ROCK BLUES CAFE A MERIGNAC(33)
lessentiel-bar-a-vin-a-merignac-49699,L'ESSENTIEL BAR A VIN A MERIGNAC(33)
salle-la-mariniere-a-merignac-52816,SALLE LA MARINIERE A MERIGNAC(33)
cultura-a-merignac-58538,CULTURA A MERIGNAC(33)
le-pied-de-merignac-58817,LE PIED DE MERIGNAC(33)
eglise-sainte-bernadette-a-merignac-61426,EGLISE SAINTE BERNADETTE A MERIGNAC(33)
merignac-cinema-63183,MERIGNAC CINEMA(33)
macumba-club-de-merignac-7902,MACUMBA CLUB DE MERIGNAC(33)
chateau-luchey-halde-a-merignac-72539,CHATEAU LUCHEY HALDE A MERIGNAC(33)
la-glaciere-a-merignac-18830,LA GLACIERE A MERIGNAC(33)
eglise-saint-vincent-de-merignac-19379,EGLISE SAINT VINCENT DE MERIGNAC(33)
esplanade-du-chateau-de-burck-a-merignac-26277,ESPLANADE DU CHATEAU DE BURCK A MERIGNAC(33)
le-440-a-merignac-23373,LE 440 A MERIGNAC(16)
mediatheque-jacques-ellul-a-pessac-18538,MEDIATHEQUE JACQUES ELLUL A PESSAC(33)
le-galet-a-pessac-18475,LE GALET A PESSAC(33)
mac-3---space-campus-a-pessac-73705,MAC 3 - SPACE CAMPUS A PESSAC(33)
cinema-jean-eustache-a-pessac-50333,CINEMA JEAN EUSTACHE A PESSAC(33)
mac-pessac-bordeaux---talence---maison-des-activites-culturelles-8431,MAC PESSAC (BORDEAUX - TALENCE) - MAISON DES ACTIVITES CULTURELLES(33)
espace-social-alouette-animation-a-pessac-52293,ESPACE SOCIAL ALOUETTE ANIMATION A PESSAC(33)
salle-le-royal-a-pessac-14270,SALLE LE ROYAL A PESSAC(33)
parc-razon-a-pessac-56954,PARC RAZON A PESSAC(33)
parc-de-cazalet-a-pessac-15806,PARC DE CAZALET A PESSAC(33)
eglise-saint-martin-de-pessac-57145,EGLISE SAINT MARTIN DE PESSAC(33)
salle-bellegrave-a-pessac-16050,SALLE BELLEGRAVE A PESSAC(33)
theatre-nature-a-pessac-59635,THEATRE NATURE A PESSAC(33)
lephemere-a-pessac-59686,L'EPHEMERE A PESSAC(33)
campus-universitaire-a-pessac-18537,CAMPUS UNIVERSITAIRE A PESSAC(33)
echo-studio---les-echoppes-a-pessac-60730,ECHO STUDIO - LES ECHOPPES A PESSAC(33)
orangerie-a-pessac-64757,ORANGERIE A PESSAC(33)
parc-du-chateau-de-campognac-de-pessac-19408,PARC DU CHATEAU DE CAMPOGNAC DE PESSAC(33)
space-campus-a-pessac-64843,S'PACE CAMPUS A PESSAC(33)
salle-de-france-a-pessac-21830,SALLE DE FRANCE A PESSAC(33)
place-de-la-5eme-republique-a-pessac-71915,PLACE DE LA 5EME REPUBLIQUE A PESSAC(33)
skate-park-a-pessac-21831,SKATE PARK A PESSAC(33)
plein-air-a-pessac-30488,PLEIN AIR A PESSAC(33)
ecosite-du-bourgailh-a-pessac-44009,ECOSITE DU BOURGAILH A PESSAC(33)
eglise-saint-jean-marie-vianney-a-pessac-46627,EGLISE SAINT JEAN MARIE VIANNEY A PESSAC(33)
theatre-de-verdure-de-pessac-49308,THEATRE DE VERDURE DE PESSAC(33)
domaine-universitaire-de-talence-pessac-gradignan-49417,DOMAINE UNIVERSITAIRE DE TALENCE PESSAC GRADIGNAN(33)
parc-peixotto-a-talence-17497,PARC PEIXOTTO A TALENCE(33)
linconnue-a-talence-73805,L'INCONNUE A TALENCE(33)
mac-pessac-bordeaux---talence---maison-des-activites-culturelles-8431,MAC PESSAC (BORDEAUX - TALENCE) - MAISON DES ACTIVITES CULTURELLES(33)
esplanade-phedre-berenice-a-talence-42635,ESPLANADE PHEDRE BERENICE A TALENCE(33)
ecole-enseirb-de-talence-16871,ECOLE ENSEIRB DE TALENCE(33)
piscine-de-thouars-a-talence-42856,PISCINE DE THOUARS A TALENCE(33)
chapiteau-a-talence-17075,CHAPITEAU A TALENCE(33)
plein-air-a-talence-43207,PLEIN AIR A TALENCE(33)
librairie-georges-a-talence-45561,LIBRAIRIE GEORGES A TALENCE(33)
salle-agora-de-talence-18366,SALLE AGORA DE TALENCE(33)
campus-a-talence-bordeaux-21994,CAMPUS A TALENCE (BORDEAUX)(33)
le-dome--mediatheque-de-thouars-a-talence-45639,LE DOME / MEDIATHEQUE DE THOUARS A TALENCE(33)
edwood-cafe-a-talence-26582,EDWOOD CAFE A TALENCE(33)
mediatheque-gerard-castagnera-a-talence-45640,MEDIATHEQUE GERARD CASTAGNERA A TALENCE(33)
espace-francois-mauriac-a-talence-31073,ESPACE FRANCOIS MAURIAC A TALENCE(33)
bistrot-des-bouchons-a-talence-48942,BISTROT DES BOUCHONS A TALENCE(33)
eglise-ceev-a-talence-33182,EGLISE CEEV A TALENCE(33)
domaine-universitaire-de-talence-pessac-gradignan-49417,DOMAINE UNIVERSITAIRE DE TALENCE PESSAC GRADIGNAN(33)
place-du-forum-a-talence-33757,PLACE DU FORUM A TALENCE(33)
loverground-pole-associatif-et-culturel-a-talence-55609,L'OVERGROUND POLE ASSOCIATIF ET CULTUREL A TALENCE(33)
eglise-notre-dame-de-talence-39162,EGLISE NOTRE DAME DE TALENCE(33)
la-cabane-de-raba-a-talence-57001,LA CABANE DE RABA A TALENCE(33)
place-alcala-de-henares-a-talence-39237,PLACE ALCALA DE HENARES A TALENCE(33)
la-laiterie-a-talence-62503,LA LAITERIE A TALENCE(33)
eglise-sainte-famille-a-talence-40435,EGLISE SAINTE FAMILLE A TALENCE(33)
parc-chanteclerc-a-talence-63863,PARC CHANTECLERC A TALENCE(33)
l-antirouille-a-talence-8285,L' ANTIROUILLE A TALENCE(33)
forum-des-arts-et-de-la-culture-a-talence-40436,FORUM DES ARTS ET DE LA CULTURE A TALENCE(33)
caj-a-talence-64711,CAJ A TALENCE(33)
cinema-gaumont-bordeaux-talence-41820,CINEMA GAUMONT BORDEAUX TALENCE(33)
the-stag-65809,THE STAG & LOAR PUB A TALENCE(33)
ecole-michelet-a-talence-41871,ÉCOLE MICHELET A TALENCE(33)
le-gromm-a-talence-71101,LE GROMM A TALENCE(33)
ensap--ecole-darchitecture-et-de-paysage-de-talencebordeaux-15261,ENSAP / ECOLE D'ARCHITECTURE ET DE PAYSAGE DE TALENCE/BORDEAUX(33)
marche-de-thouars-a-talence-41872,MARCHE DE THOUARS A TALENCE(33)
domaine-de-raba-a-talence-71605,DOMAINE DE RABA A TALENCE(33)
maison-des-arts-a-talence-16143,MAISON DES ARTS A TALENCE(33)
chateau-de-talence-a-thouars-13582,CHATEAU DE TALENCE A THOUARS(47)
centre-bourg-dartigues-pres-bordeaux-33889,CENTRE BOURG D'ARTIGUES PRES BORDEAUX(33)
plein-air-a-carignan-de-bordeaux-34417,PLEIN AIR A CARIGNAN DE BORDEAUX(33)
eglise-saint-martin-a-carignan-de-bordeaux-38242,EGLISE SAINT MARTIN A CARIGNAN DE BORDEAUX(33)
lodyssee-a-carignan-de-bordeaux-58642,L'ODYSSEE A CARIGNAN DE BORDEAUX(33)
salle-des-fetes-de-lignan-de-bordeaux-45053,SALLE DES FETES DE LIGNAN DE BORDEAUX(33)
